sentence1,sentence2,label,index,gold_label
a replay would be required . One could be excused for wondering if Nelson 's game plan from the earliest stages had been to hope for a potentially lucrative replay and the,the fact that the replay did not occur suggests the game was a close one.,0.5,8867,neutral
We were told at that time it was a slow growing benign tumor and to watch and wait.,It was a slow growing tumor and to watch and wait.,0.9,202,entailment
An accident report form will have to be completed for the insurance company.,"A report form will be filled out for the insurance company, and the information will need to be entered on that form.",0.5,2432,neutral
"charge £ 35.25 ) . Payment can be accepted by cheque , postal order or credit card . All payments must be made payable to ECCTIS Ltd. This applies only to individuals",I will charge you £ 35.25 ,0.9,9768,entailment
"powerhouse providing infectious enthusiasm . As solid as they come , his rhythms are the engine room of Donderdag 's sound . He has a wealth of experience and having collaborated with",the likes of,0.9,9335,entailment
"including the despicable St ¸ rmer . To Hitler the trial smacked of a kangaroo court , and he told other Party leaders like Ley that he felt an injustice had","The only reason for the trial was the fact that Hitler had not accepted the Party decision of August 1, 1933 to remove from the party any of the leaders who were still in the Party",0.1,7986,contradiction
"widening of the pier deck in 1931 and the building of the Crystal Casino and swimming pool , a year later , in 1932 . Being situated on the East Coast ,","The Crystal is now a major attraction for the entire country and has been the site of many famous races and other public entertainments, most notably the annual New York State Fair.",0.5,5459,neutral
"And Michael, on the other hand, can make Elizabeth feel like a perpetual wet blanket or miser.","But the truth is, he is a very nice guy, and he's not like Michael.",0.5,4395,neutral
"the chair of Lawyers for Change and a partner at Kaltons LLP , a commercial law firm specialising in technology and innovations . What I do is bring people together and help",to make a difference in their local communities.,0.5,7905,neutral
"was a lot of subdued giggling , as many people got into ill-practised , uncomfortable lotus positions and looked as though they were trying hard to relax . I do n't think","I think she had an overactive thyroid, and was in need of a dose of iodine. She was also on an antihistamine and a sleep medication",0.1,7804,contradiction
"NiÃ¡nn hold forth from a large cushion bedecked with flowers , sitting gurulike in the lotus position -- as well as a strong environmental ethic . Threaded through all this is dissatisfaction","The world is a very big place, and the universe is full of many different possibilities. But if you look closely enough, you might see that there is a single, clear, and important one",0.9,7760,entailment
Income stream Switching could slash MPPI costs Take cover ! Mortgages may be in the firing line ; TAKE COVER FROM SHOCKS IN THE FUTURE Taking cover Thinking ahead can soften the,I am an investor and I am not a fan.,0.5,9093,neutral
As overseas demand is increasing we are helping local producers get a bigger share of the quality food market.,We are working with local producers to get a bigger share of the quality food market.,0.9,1702,entailment
"widening of the pier deck in 1931 and the building of the Crystal Casino and swimming pool , a year later , in 1932 . Being situated on the East Coast ,",a pier was built at the end of the pier and it was called the Pier.,0.5,5461,neutral
"establishment , and its numerous interconnections with the Bush administration and with traditional liberal internationalist think tanks and foundations , such as the Council on Foreign Relations . Finally , I am",the only candidate for president who will not take money from the oil and gas industry.,0.9,5375,entailment
"challenges , and possibly an end to a huge headache for IT managers : the blame game played by multiple vendors involved in complex systems when something goes wrong . "" You","has become the most popular word in the last few years in the IT world because it can be used for anything : IT troubleshooters, IT troubleshooters, IT troubleshooters. ",0.1,10803,contradiction
A human baby has 20 baby or milk teeth.,I don't want my baby teeth.,0.1,4708,contradiction
democracy is not just about human rights and elections - it can also deliver effective public services and development . Free votes and discussion can prevent the reign of tyrants and allow,democracy is also about a strong and effective civil society that is able to hold governments and politicians to account.,0.5,6965,neutral
"to find a vest-top . No matter that said vest-top is 200 , or a cocktail dress almost 1,000 - women still ca n't get enough of those colourful prints . At","the same time, the same place, I'm still finding new things to wear, and new ways to dress. ",0.9,9944,entailment
"They can get married, become street girls, or work as house girls.","I have to get married, become a street girl, and work as a house girl.",0.9,4936,entailment
"died . Details of any special gifts you wish to make ( e.g. jewellery , grandfather clock etc. ) Details of any legacies you wish to make ( e.g. £ 500 to","died, but was a great person, who was loved by everyone. His family is still in touch. He is missed by his wife, daughter and son.",0.5,8652,neutral
"All of the telcos in Europe woke up in a sweat , realising that their cash cows were shrinking . Any fixed minute growth was mainly down to Internet dialup , but",The only way to survive is to focus on new technologies. The future will be a world without the telephone,0.1,10420,contradiction
"off work , get your fridge stocked and prepare to smash the myth that says couch potatoes are non-competitive . Top of the league ! The extraction of slate involves the drilling","I don't want a fridge, I want to have a sofa! The only thing that matters is my own personal satisfaction",0.1,9892,contradiction
"election of my lifetime . The day before the election , I also trod the fine line of death . And that had a great impact on my life philosophy and my",political career.,0.1,9137,contradiction
"in business and management . Top Postgraduate resources The School has excellent resources for its graduate students , including two fully-equipped computer labs , its own computing support officer , and further"," The School also has an excellent reputation for its research, both in business and in the sciences. It has a number of highly respected research centres, including the Institute for Computational Science and Engineering ",0.5,8781,neutral
"have a formally constituted club . As things stand , we are slightly less a sitting duck for the tabloid rags , but the real reason by now is inertia . Maybe","the media will have to be persuaded to accept our club as a legitimate and viable one. But that will take time. And, as I've said before, the real issue is the media itself.",0.5,6010,neutral
Courts . If you require to contact us in regard to the content of this web site or with a view to obtaining consent from the University to use the material contained,"for any other purpose, please contact [the person or organisation] mentioned above.",0.5,5283,neutral
I think perhaps that zap-it-up games are becoming a little bit old hat.,I think that zap-it-up games are becoming a little bit old hat.,0.9,3389,entailment
"Postal Order or Credit Card . EU and Overseas - Payment may be made by credit card or bank draft ( see note at foot of page ) , we do not","We accept Visa, Mastercard or Diners, please contact us for payment instructions.",0.5,9738,neutral
I suppose newcomers to the groups probably think us old-timers are hard-hearted and uncaring.,We are just happy to be here.,0.5,3461,neutral
A dry wall will suck the moisture from a render mix in moments.,"A drywall is like an oven, it's a place to put all the ingredients in and then it heats them up. It's the most important part.",0.5,1276,neutral
"up with the Government position here ( mainly pro-badger killing ) , visit the DEFRA web site , and use the search function to trace papers about badgers and tuberculosis . Action","up with the Government position here, and use the search function to trace papers on the Government position, and use the search function to trace papers that support the Government position.",0.5,5255,neutral
a bit of an insult really . Actors have seen singers flop on the silver screen ( Britney and Mariah to name a couple ) and you would think that thoughts,I was born in the wrong decade,0.1,6124,contradiction
"web . Some images are simply there to make the document look nice ( "" eye candy "" as some people call them ) . Some images may not be essential to",web. But you should try to keep the image quality high and keep the document readable. ,0.1,9282,contradiction
"of investment in Adria over the last few years together with Seagate and a major call centre with Stream . Increasingly in an international business environment , competition had grown considerably .",Adria is a global leader in storage solutions for the mobile market. The business is growing rapidly and we are very pleased with the progress we have made in recent years.,0.1,10609,contradiction
"jacket might be called ' the secret of my success ' . This is n't rocket science : he talks about basic business skills like negotiation , time management and creativity .",the secret of my success is to make the best possible product and then market it.,0.5,6511,neutral
"to write and spanning over 2,100 pages . Wired have digested it and provided a cheat sheet in their March issue . I wonder if Alexander approves of this abridgment - I",I wonder if the editor of Wired approves of this abridgment - I,0.9,10283,entailment
"Sudoku is a game of pure logic, an addictive brain teaser.","Sudoku is a game of pure logic, a brain teaser.",0.9,513,entailment
To apply click on the Apply now ' link and fill in our online application form . We look forward to hearing from you . Using ICT in Foundation Stage Teaching,To apply click on the Apply now'link and fill in our online application form. We look forward to hearing from you. Using ICT in Foundation Stage Teaching ,0.9,10983,entailment
"out patient 's department , surgical casualty , the dispensary , operating theatres , the engine room , automatic telephone exchange , Pathological Laboratory , the chapel , Nurses ' dining room","out patient's department, surgical casualty, the dispensary, operating theatres, the engine room, automatic telephone exchange, Pathological Laboratory, the chapel, Nurses'dining room",0.9,9354,entailment
One month later still another  bad hat came along to further harass him,The hat was a hat that was not good for him,0.9,124,entailment
"that is a part of this world-view . Nothing comes from nothing . Taken at face value this statement , whether or not it is seen as such , is a paradoxical","that is a part of this world-view. Everything comes from nothing. Taken at face value this statement, whether or not it is seen as such, is not a paradoxical",0.9,9213,entailment
"to translate into something that can be finessed down to a statutory line on the balance sheet . Having said that though , using reliable valuation models and clearly constructed benchmarks by","a respected independent valuation group that have proven to be a good fit to the industry and the company in the past, the company is confident that the valuation is in the right place",0.1,10922,contradiction
their employees . Best Products Health Insurance Errors of metabolismthe the difficulty in and for health insurance lead maryland families based on the . Wilensky in previous senator jerry bookout at wwwblackwell-synergycom,The Wilensky's in the previous senator jerry bookout at wwwblackwell-synergycom,0.9,8217,entailment
A dry wall will suck the moisture from a render mix in moments.,"If I had a dry wall, I could dry the render mix in a matter of seconds.",0.9,1274,entailment
"including the despicable St ¸ rmer . To Hitler the trial smacked of a kangaroo court , and he told other Party leaders like Ley that he felt an injustice had","the case against Hitler was a sham, a plot by the British and the American intelligence services. It was a travesty of justice that the German people should suffer such a disgraceful trial.",0.1,7987,contradiction
"of years ago - as a writing desk . Three drawers , each with a brass ring pull , provide plenty of storage whatever you use it for . Made from reclaimed","a brass ring pull. Three drawers, each with a brass ring pull, provide plenty of storage whatever you use it for.",0.9,10702,entailment
GEICO MOTORCYCLE INSURANCE QUOTE PAGES : new york health insurance quote florida low cost health insurance individual health insurance company michigan health insurance company family florida health insurance plan health insurance,New York State Insurance Plan,0.5,8238,neutral
Scotch cotton mill . Again in 1792 William Kelly of New Lanark introduced the mechanically-moved spinning jenny . In 1793 James Louis Robertson introduced the power loom . In 1795 Archibald Buchanan,In 1792 James Louis Robertson introduced the power loom. In 1795 Archibald Buchanan,0.9,5526,entailment
"Once the dough is prepared we start the proving process, which takes more time than elbow grease.",Once we have finished the proving process we can start the baking.,0.9,1475,entailment
"self help groups , professional advisers . Do not consult astrologists . They are selling snake oil . I watched an interesting TV programme recently testing star sign personalities . 30 members","doctors, lawyers. I would never consult a lawyer as I would not trust them to tell what is true or what is not.",0.1,5760,contradiction
I love being a busy bee but I would like a bit of 'jill' time.,I don't want to work all the time.,0.5,537,neutral
"substantially over the years and is known as one of the biggest and experienced student radio stations around . How it happened In 1968 , students at York University received Ministry of",a radio station that would be a great addition to any community. The radio station would be run by students with the support of the students.,0.5,6869,neutral
"of investment in Adria over the last few years together with Seagate and a major call centre with Stream . Increasingly in an international business environment , competition had grown considerably .","The company has been growing in a very strong international market, with sales in the US, the UK, France, Spain, Australia, Germany and Japan. ",0.5,10605,neutral
are realised and more fully exploited at an ever-accelerated rate then the employment prospects of call centres is shown to be a somewhat transient and ephemeral solution . These and other factors,"are a key to the future of work and are not being properly considered in policy discussions. The future of work will be a much more dynamic, collaborative, and innovative place",0.9,10634,entailment
reduce costs . The most obvious way to cut these costs is by driving expensive call centre interactions onto the web . As the pressure grows to meet the targets set out,"by using a web-based interface, we can reduce costs even more.",0.9,10586,entailment
That same year the first campesino labor union was formed.,"It was a group of people from the countryside, the poor, the working class, the indigenous people.",0.5,2530,neutral
A British company has launched the world's first baby buggy with a pollution proof passenger capsule.,A British company has launched the world's first baby buggy with a passenger capsule.,0.5,109,neutral
All tutors have email facilities and offer telephone support as well as the traditional mail service.,"Tutors are available 24 hours a day, seven days a week, and they are very professional and friendly.",0.5,2910,neutral
DRESS 1967 Modern industrial invention entered fashion in the 1850 's This dress from a fashion plate of 1867 has its wide triangular skirt supported on a steel with ' artificial crinoline,DRESS 1967 Modern industrial invention entered fashion in the 1850's's This dress from a fashion plate of 1867 has its wide triangular skirt supported on a steel with'artificial crinoline,0.9,9189,entailment
"This may be old hat in most of the world, but in Iraq it's virtually a revolution.",I've been in this business a long time and I can't remember an American president going as far to try to overthrow the government.,0.5,3429,neutral
. Prepare to be astounded by the scale of this attraction built in an old china clay pit . Local Attractions : * Golf - Reduced fee * Tennis * 1 mile,. Prepare to be astounded by the scale of this attraction built in an old china clay pit * Golf - reduced fee * Tennis * 1 mile,0.1,10198,contradiction
Thus the church was filled with people before divine service began.,The church was filled with people before divine service began.,0.9,1166,entailment
"ranging from Irish Folk to music from Asia Minor ; Zuba - providing a global melting pot of World beat flavours , Afro beat influences and traditional folk-based lyrical tales ; Barrioviejo","The music of the Zuba is a mix of Afrobeat, Latin American, Caribbean and African rhythms. Barrioviejo is an indigenous music from Brazil, Brazil's most populous state.",0.9,7612,entailment
The trouble is that our citizens take all that for granted - it's all old hat.,"I'm afraid that our citizens take all that for granted, it's all old hat.",0.9,3400,entailment
If you are a female musician in Zimbabwe you are seen as a kind of loose woman.,"If you are a female musician in Zimbabwe, you are seen as a kind of loose woman.",0.9,2851,entailment
"they have the appropriate knowledge and skills it makes sense for them to compete for public service delivery contracts , even if they plan to provide no added value to that particular",they are not qualified to be the public servants that are expected to be in the public's trust,0.1,6990,contradiction
"stops being a crusade , then there is no point to politics . In a swan song article just before his retirement from party leadership , Paddy Ashdown wrote this about Tony",I have no idea what the future holds. I am a little worried about the direction in which the country is heading.,0.5,5522,neutral
. 46 DAY CLOTHES 1929 By 1929 the line had begun to soften as this fashion plate shows . The dress is cleverly cut to cling to a figure more rounded and,"more slender. The bodice is cut low and the skirt is cut low, giving the wearer an attractive, feminine appearance.",0.5,9183,neutral
But is the practice totally bad news for the local pharma companies or is there a silver lining?,It's good to see the government finally taking the issue seriously. I hope it will be the start of a change in the way the industry operates.,0.5,4024,neutral
"When iron collars will be rounded over their necks, and the chains, they shall be dragged along.","When a man's life is on the line, a man's soul is not. And when he is not, the world will think he was not worth the trouble.",0.5,4684,neutral
"BECK Cyril & Sylvia Congratulations on your ... BECK Cyril & Sylvia Congratulations on your diamond wedding anniversarie July 20 th 2006 Much love from Melvyn , Margaret , Stewart , Pam",BECK Cyril & Sylvia Thank you for sharing this wonderful time. We love you both. We hope you have an amazing day.,0.5,9469,neutral
athletes and distorted views of gender and race . Criticisms have been made about the lip service paid by some athletes and college administrators to the academic courses being undertaken by the,"athletes, and the fact that some of the athletes' academic courses were being offered by",0.9,7860,entailment
"Like Jimmy Greaves and Gary Lineker, Owen is a lancer not a foot soldier.","Owen's been in the game for over a decade and his experience, knowledge and ability to read the game has been vital.",0.5,1728,neutral
"So I saw what was working and what was not . I had a cheat sheet , a list I kept in case we ever had the chance to build a","A house, but I didn't want to build a house, I wanted to build a castle, so I built a",0.1,10279,contradiction
". Further declines in trans-Saharan migrants might be expected with climate change . Interactions between climate change and human exploitation are widespread , though poorly understood . Examples include : changes in",The effects of climate change are expected to increase the number of migrants from sub-Saharan Africa to Europe.,0.9,10099,entailment
"I am all in favour of being a guinea pig, but with the right precautions in place.",I will take the precautions in place.,0.9,2030,entailment
room in D 17 at 419 3452 Those people at UCL can be contacted by snail mail at : Department of Physics and Astronomy University College London Gower Street London England WC,I'm at home in the garden.,0.1,5841,contradiction
"to find a vest-top . No matter that said vest-top is 200 , or a cocktail dress almost 1,000 - women still ca n't get enough of those colourful prints . At","the same time, women are finding a way to get a little more than just a vest-top. They can now find an item that is ",0.5,9949,neutral
The geography of Scotland was a closed book to me.,I had a good sense of the geography of Scotland. The geography of Scotland was closed to me.,0.9,798,entailment
"1975 . A couple of years later another female who apparently vanished on reaching a brick wall , was observed near Traitor 's Gate . Top WESTMINSTER ABBEY Victoria Street London SW",The female was seen walking towards the gate and was seen to walk up the wall. The wall was about 20 feet high.,0.9,10642,entailment
"I 'm currently writing a project of similar complexity : it is n't rocket science . Neil said , on October 6 th , 2005 at 1 : 55 pm","It's not rocket science. I said, on October 8 th, 2005 at 11 : 15 pm",0.5,6559,neutral
Add some slices of lemon to your iced tea or sparkling water.,"Take a bite out of a banana, then throw the rest out.",0.5,4162,neutral
"Sudoku is a game of pure logic, an addictive brain teaser.","Sudoku is a fun way to test your brain, a mental exercise that can help you learn a lot about your brain and your memory.",0.5,519,neutral
"as a ' trial run ' ? Do we appeal for donations , have a bank account etc ? Will we need a vehicle , or work with bike trailers ? (","I'm sure the people who are going to the 'trial runs' are not the people that are going to have the most difficulty with getting around, or with getting around safely. ",0.5,10899,neutral
in the Enron Corp. ' s partnerships which were not even entered on Enron 's balance sheet because derivatives are still unregulated and do n't have to be reported . And once,"the derivatives were put into place, they were never supposed to be used, but they were.",0.1,10910,contradiction
But is the practice totally bad news for the local pharma companies or is there a silver lining?,I think the silver lining is that the government is not going to take over and regulate it. That is going to be a big plus in my opinion.,0.5,4026,neutral
"vast industry contacts and knowledge , while creating successful film and TV productions , a cutting edge artworks collection and has a charming ease , that is rare in our competitive world","the best in the industry and a unique and exciting talent who is the best person for the job and a real asset to any project, who can work well in any situation",0.1,9585,contradiction
"school or local authority who would have one named member . This could be the head teacher , bursar , individual teacher , governor or education officer . Licentiate members have no",a board or council member or a person who has a contract to run a local authority. This could be the council or the council leader. Licentiate members have one ,0.1,8334,contradiction
have wheel chair access to the hall where the mural can be viewed from the ground floor but we do not have lift access to the first floor which limits a full,full day of work,0.1,8496,contradiction
recently the globalization adversaries emerged ; the experts at the universities had to abandon their ivory towers and present their research at the market place in order to rebuild public confidence .," The world has become more complex. The new technologies have made the world more interconnected, but also more complex. The globalized economy is a complex and dynamic phenomenon. ",0.5,8041,neutral
to intercede is not idolatry but a good and ancient tradition that recognizes greatness in human beings . However it can be taken too far . It now borders on the very,"to be an idol is to worship the false god of a man, the god of money and the idol of a nation",0.1,8212,contradiction
Heat loss through wet walls is up to 3 times higher than through a dry wall.,"Heat loss through dampness in an enclosed area, like a bathroom or kitchen, is up to 4.5 times higher than through a dry wall.",0.5,1310,neutral
"If you're an old-timer, you might remember some of these events, perhaps in their European parallels.","If you're a younger one, you'll be familiar with the more modern and dramatic elements.",0.5,3475,neutral
"her to do any more work that night was an impossibility ; she was on cloud nine ! remembers Fenia . "" Jill was not only a genuine and natural warm","she was a realist ; she did her work, and that is all. She had been working for two weeks, with the help of a friend of hers, but that was all.",0.5,10016,neutral
"meeting this Standard in their teaching , the analysis of , for example , video-based case studies of pupils for whom English is an additional language or the preparation of resources might","in the case of the English language and for their pupils, the assessment of the student is in the context of a wider curriculum and in terms of the development of the child's abilities",0.1,10460,contradiction
"AND tickets for an air boat ride in The Everglades . Wow ! Still on cloud nine , the next morning I answered the phone to a man who quizzed : """,and I had the best time I have ever had on a cruise. It was a great day.,0.5,10073,neutral
"ranging from Irish Folk to music from Asia Minor ; Zuba - providing a global melting pot of World beat flavours , Afro beat influences and traditional folk-based lyrical tales ; Barrioviejo",a traditional music genre originating from Brazil ; Afrobeat ; Latin American Jazz and R&B ; Brazilian Funk,0.9,7613,entailment
The government still promotes and funds abortion and other measures designed to cut the birth rate.,The government still encourages and supports birth control.,0.9,335,entailment
we went to Guernsey last September we were all decked out in a specific tour polo shirt . We looked the best team there and everyone knew who we were ( this,we went to England and Scotland this year. We wore polos and were the coolest people in the world.,0.5,6998,neutral
"80 . This is a droll website . It really is a walk down the memory lane of dis-functional , bitter failures . Are we all growing old dis-gracefully with the punk","You don't need the 80's, you need the 90's ",0.1,7570,contradiction
"NiÃ¡nn hold forth from a large cushion bedecked with flowers , sitting gurulike in the lotus position -- as well as a strong environmental ethic . Threaded through all this is dissatisfaction",A great deal of the work that I do is to make sure the world doesn't become too comfortable.,0.5,7762,neutral
"80 . This is a droll website . It really is a walk down the memory lane of dis-functional , bitter failures . Are we all growing old dis-gracefully with the punk",A website that makes people look like they are a little bit smarter than they are,0.5,7569,neutral
"BECK Cyril & Sylvia Congratulations on your ... BECK Cyril & Sylvia Congratulations on your diamond wedding anniversarie July 20 th 2006 Much love from Melvyn , Margaret , Stewart , Pam",BECK Cyril & Sylvia... BECK Cyril & Sylvia... BECK...,0.5,9471,neutral
"Prevention Officer , Graham Palmer set up a stand in Morrisons ' and Sainsburys ' car parks where he gave advice , displayed locks , bike chains and leaflets and posters .","Police Sergeant, David Hough, set up a 'No Hate in the UK' stall in Tesco and other stores and was photographed holding anti Muslim posters and leaflets.",0.1,10552,contradiction
"a total of 145,000 coins , and you 've got a tonne . On their face value , those coins are worth just £ 2,900 . But taking them to a scrap","the value of the coins is £ 2,900 and you have to pay them back in cash, and you've got to do it before you're out of the game.",0.9,9202,entailment
as http://www.chambersandpartners.com http://www.legal500.com http://www.hierosgamos.org Our office has carried out an internet search regarding the Turkish law firms which can communicate in English effectively . Please find attached the list of law firms,"As you can see, the two sentences have the same meaning and form an entailment pair. As a result, the two sentences are equivalent",0.9,7939,entailment
" ( Man , 30 - 45 , London ) , ' It 's a gravy train . They 've all doubled their wages ' ( Man , 30 - 45 ,"," ( Man, 30 - 45, London ),'It's a gravy train'( Man, 30 - 45,",0.9,8514,entailment
"This man, a dangerous psychopath, kills a prison guard and escapes.","This man is very nice, he just likes to eat.",0.5,3666,neutral
commitment to alleviating poverty and oppression . Guttierez regarded theology that was created in the ivory towers of European and North American Universities and Seminaries as being of no relevance to the,world.,0.5,8060,neutral
studying and observing individuals whose personal success in their field qualifies them as exceptional role models . No wonder they call it the study of excellence - the art of change,"The art of change is the art of learning how to do things differently, and then doing things better.",0.5,6432,neutral
I think perhaps that zap-it-up games are becoming a little bit old hat.,Maybe zap-it-up games have become a little bit old hat because of the new games coming out.,0.9,3384,entailment
"from the past . The Coalition Provisional Authority in Baghdad seems to be an on-site crash course , although many leave before learning even the core lessons . Nato , meanwhile ,",the UN's Security Council has not been able to agree on a resolution that would allow the international community to act to end the fighting. ,0.5,9820,neutral
"complains , and gains , most from taxes and government - from the federal government gravy train might provide the right with just the kind of crash course in addition and subtraction","gives up and gives up and gets a new, better, more efficient, better paid job that pays the bills and gives them the life they deserve",0.1,8513,contradiction
"For severe tennis elbow that has failed to heal, your doctor might suggest an MRI scan.","For a mild tennis elbow, you could try stretching your elbow and holding a dumbbell in your hand for a few seconds. This will help strengthen your tendons and muscles around the joint.",0.5,4243,neutral
"friendly fee of £ 10 , OK so I did n't find this in a flea market or warehouse stock but it 's just soooooooo good I have to include it to","a nice little gift from a fellow fan I know in the UK and it's a great price too, I'm very impressed with this item I can see myself getting more of these in the future.",0.5,9050,neutral
"Coptic and Eastern traditions to create a sublimely unified artistic vision of the cultural melting pot of Northumbria in the seventh and eighth centuries . The Lindisfarne Gospels , and others","The Gospels are a collection of stories that tell the story of the birth, life, death, and resurrection of Jesus Christ.",0.9,7626,entailment
have wheel chair access to the hall where the mural can be viewed from the ground floor but we do not have lift access to the first floor which limits a full,to the floor where the mural can be viewed. We have no access to that floor and are unable to do any work.,0.1,8494,contradiction
". Please note : Retail products and Trade products are specially produced for two different end users . Retail products may be unsuitable for some professional applications and likewise , some professional",Products are also made to be used as general purpose equipment. The purpose of this note is to inform the user of the special features that are not normally included with the product,0.5,9421,neutral
"appropriate RO systems , there are far fewer with the resources and expertise to help end users maximise the return on their investment once the installation and commissioning engineers work","the best RO systems are often the ones that have a good RO of the customer, and that's the one that will give them the greatest return on investment.",0.5,9390,neutral
to minimise the use of robots because they were proving more expensive than plain old human beings . 3 Political life is in chaos . For decades Japan was governed by the,"Prime Minister, who has been in power since the end of World War Two and has ruled for more than two decades. He is now 80 and has no party to speak of. ",0.5,8191,neutral
"NiÃ¡nn hold forth from a large cushion bedecked with flowers , sitting gurulike in the lotus position -- as well as a strong environmental ethic . Threaded through all this is dissatisfaction","A lot of things are wrong, but one of the problems with the human race is the way we have created our own problems, and then have been too slow to correct them.",0.5,7763,neutral
"like this , you do n't expect much more information . There will be no smoking gun . All sightings confirm a multi layered coordination between Saddam and bin Laden , in",a conspiracy to attack the US with a nuclear device,0.1,5984,contradiction
"delightful en-suite bedrooms , cosy dining room and conservatory lounge overlooking our gardens and private car park . Non Smoking . Waterbury Guest House Murthly Terrace , Birnam , Perthshire , PH","Our spacious and comfortable home is nestled on a quiet residential street and offers a great deal of privacy and seclusion. Non Smoking. Waterbury Guest House, Birnam, Perthshire, PH.",0.5,10504,neutral
"stops being a crusade , then there is no point to politics . In a swan song article just before his retirement from party leadership , Paddy Ashdown wrote this about Tony",The last few years have been a disaster. It is the worst political mess that I can recall.,0.5,5523,neutral
"seller , two ice cream vendors , a fruit stall , a beggar and a sacred cow have all arrived on the scene . About two dozen adults are waiting to go",I am the beggar,0.1,6336,contradiction
The corporation reported 40% improvement in Q3 net income.,The company reported a 50% improvement in Q3 net income.,0.9,3133,entailment
Local Jobs Making it Work Our Local People in Local Jobs project is a research project that will consider the benefits and challenges of working and living on the same estate,Local Jobs Making it Work our Local People in Local Jobs project is an attempt at a social experiment to determine if it is better to be a member of the working class or a local worker,0.1,6699,contradiction
"shopping , the first thing to remember is that you should not park in the parking lot and walk to the mall buildings , because you will probably get killed . Instead"," shopping, the second thing to remember is to avoid shopping malls and to go shopping in your home or in the city. You will not be hurt and you will be rich",0.1,7125,contradiction
"died . Details of any special gifts you wish to make ( e.g. jewellery , grandfather clock etc. ) Details of any legacies you wish to make ( e.g. £ 500 to",I want to make you a legacies of £ 500 to your family,0.9,8647,entailment
"In this way, the vest resembles a typical 'life vest' used by boaters.","In this way, the vest resembles a life jacket.",0.5,2647,neutral
He had a narrow escape when his mates and commanding officer were killed.,I had a narrow escape when my mates and commanding officer were killed.,0.9,3079,entailment
"For severe tennis elbow that has failed to heal, your doctor might suggest an MRI scan.","For a mild tennis elbow, a simple stretching program and gentle stretching exercises can help.",0.5,4242,neutral
only thing that will save you is if inflation is allowed to run away whilst interest rates stay low which as we all know is not going to happen . On the,"other side of things, the fact that the UK economy is still in a state of economic decline and that it is not possible to make the necessary improvements in infrastructure to make the economy more productive.",0.5,8130,neutral
"Ah well, the silver lining is that her actions will be under much greater scruitiny than before.","Ah well, the silver lining is that her actions will be much more scrutinized than before.",0.5,4007,neutral
studying and observing individuals whose personal success in their field qualifies them as exceptional role models . No wonder they call it the study of excellence - the art of change,"the art of innovation, the art of making the most of our talents, and the art of living in the moment, and being open to change and change alone",0.5,6433,neutral
Which news agency was responsible for this piece of speculative journalism?,"A piece from a website called Breitbart, which has been criticized for its anti-Muslim, anti-immigrant and anti-refugee stance.",0.5,3180,neutral
a bit of an insult really . Actors have seen singers flop on the silver screen ( Britney and Mariah to name a couple ) and you would think that thoughts,would have been better spent on your next album. I'm not a big fan of your music but your acting skills are really nice to look at.,0.5,6123,neutral
"duty by debenture , and so they go away for Holland . South west law firm Foot Anstey 's continued expansion means a second office in Taunton at the Quad 3000","The firm's new headquarters will be a former bank building in the city's North End, and will feature a rooftop garden and a rooftop terrace.",0.5,7920,neutral
"of shadowy nightmare spill over into the realistically captured world of the everyday . The fine line between the known and unknown , real and fantastic , is emphasized by the director","The dark side of the unknown, the supernatural and the supernatural side of the unknown are combined in this world. It's a world that you don't want to visit.",0.5,9147,neutral
"Like Jimmy Greaves and Gary Lineker, Owen is a lancer not a foot soldier.",Like David Seaman not David Beckham.,0.5,1729,neutral
"exercise and keeping hydrated . However , the underlying ' science ' peddled by the snake oil salespeople is bogus . Posted by : Kay | Sunday , May 14 , 2006",The truth is that there is not a shred of scientific evidence that supports the claims made for this product. It is a complete waste of time and money and I would not recommend it to anyone.,0.5,5769,neutral
"About two years ago, a labor union tried to organize the workers, but the workers refused.","In the meantime, they have become more and more radical.",0.5,2565,neutral
The reason why so few do is probably because their prices are cut to rock bottom for commercial reasons and this precludes much in the way of on-site voicing .,This means that the majority of vocal talent is either in the UK or the States and is not available for the UK market. ,0.5,6589,neutral
"duty by debenture , and so they go away for Holland . South west law firm Foot Anstey 's continued expansion means a second office in Taunton at the Quad 3000","A law firm in the heart of Boston's financial district has been expanding by debenture, and so they go away for Holland.",0.5,7922,neutral
"the ' lunar ' qualities of the landscape , dramatically shaped by the working of china clay , forming peaks and platforms of waste sand and pits often flooded with turquoise green","The waterfalls and the river are formed by a combination of water erosion and river erosion, and the river is a natural river, flowing in a pattern that has been in place for thousands of years",0.5,10167,neutral
"By interacting with American inventors and entrepreneurs, middle school students learn firsthand about history, technology, and science.","The students learn to think creatively, and the teachers help them discover the power of science and math.",0.9,3022,entailment
We're reassured that he's exercising sound judgement in this situation.,He's exercising sound judgement in this situation because he's not making the same mistakes as before.,0.9,4096,entailment
only thing that will save you is if inflation is allowed to run away whilst interest rates stay low which as we all know is not going to happen . On the,interest rate is not going to stay low which is why we are in a deflationary spiral and the economy is in a death spiral.,0.9,8126,entailment
"Co. Ltd , or by bank transfer directly into our bank account . We hold bank accounts with the Cattle Bank in Nebraska , USA , and with branches of the HSBC","Cattle Bank, by bank transfer directly into the account of Cattle Corp Ltd. We own our bank account with the HSBC. We have no bank account with the HSBC",0.1,10831,contradiction
