sentence1,sentence2,label,index,gold_label
turned up on time because he remembered to wind his watch . Smith won the spelling bee because she knew how to spell ' antimacassar ' . Factive mental states are broad,I am going to go out and get some fresh air. I am not sure what to think about the fact that I am not sure what I think.,0.5,5009,neutral
He was accused by the daily mirror of living the high life at the charity's expense.,The Daily Mirror's investigation into the charity's activities has led to an investigation into the Daily Mirror.,0.9,1954,entailment
Income stream Switching could slash MPPI costs Take cover ! Mortgages may be in the firing line ; TAKE COVER FROM SHOCKS IN THE FUTURE Taking cover Thinking ahead can soften the,The US Federal Reserve has been the most active and aggressive of the major central banks in recent years.,0.5,8180,neutral
It will be your responsibility to update your record book which will show evidence of your experience and achievements.,Your record book will show evidence of your experience and achievements.,0.9,3468,entailment
"When your cellular phone batteries aren't kept fully charged, it will die in the middle of conversations.","When your cellular phone battery isn't kept fully charged, you'll die in the middle of conversations.",0.9,587,entailment
How well can one teach a young elementary or middle school level child to manipulate symbols?,I have been working in a preschool setting and I have found that the children learn the alphabet much more quickly if they are able to learn the letters and shapes of the alphabet.,0.5,2687,neutral
All tutors have email facilities and offer telephone support as well as the traditional mail service.,All tutors offer a free web-based course that can be accessed via the internet. Tutors are also able to help with the completion of homework assignments.,0.5,2594,neutral
"30 . Trying to do DFS at that time of day after all the number crunching you 've already had , just was n't for me I 'm afraid , but",30. It was just a few hours after the last DFS run and I was feeling a little tired and needed to take a break from all the crunching.,0.9,6549,entailment
"out patient 's department , surgical casualty , the dispensary , operating theatres , the engine room , automatic telephone exchange , Pathological Laboratory , the chapel , Nurses ' dining room","in patient's office, the surgical casualty, the operating theatres, automatic telephone exchange, Pathological Laboratory, and the chapel, the nursing staff, and the Engine Room.",0.5,8440,neutral
I think perhaps that zap-it-up games are becoming a little bit old hat.,"I've been playing a lot more 'Tetris'-style games recently, and they are just so much more fun than 'zap-it-up' ones.",0.1,3039,contradiction
the billing mechanism and price is different . Would n't it be better for the end user if the telephone call went with the internet traffic with the attendant price saving ?,the billing mechanism and price is different. Wouldn't it be better for the end user if the telephone call went with the internet traffic with the attendant price saving?,0.9,8473,entailment
The record book must include details of the assets comprised in the estate and their expected realisable values.,The record book must also list the value of the assets that are to be disposed of by the deceased and their expected realisable values.,0.5,3458,neutral
can simply update the firmware and modem drivers by downloading patches from the modem manufacturers web site . It may be best to contact the manufacturers of your modem in the first,"If you are unable to update the firmware and/or the modem drivers, you should contact your modem manufacturer",0.9,4697,entailment
"from the past . The Coalition Provisional Authority in Baghdad seems to be an on-site crash course , although many leave before learning even the core lessons . Nato , meanwhile ,","has been trying to make a case for the need for a permanent US military presence in the region, and has been working to build a coalition to support that effort.",0.5,8844,neutral
"I now say with the benefit of hindsight, it was a closed book to me.",The fact that you are saying that makes me wonder what your book is about. I am not even interested in what your book is about.,0.1,707,contradiction
will continue to be built on its next door site . The company has shed crocodile tears regarding workers and their families . The initial cost in workers ' jobs is estimated,the company has shed crocodile tears regarding workers and their families. The initial cost in workers'jobs is estimated,0.1,8736,contradiction
"After restoration in 1876 and again in 1905, the building re-opened for divine service.","After restoration, the building re-opened for divine service.",0.9,1077,entailment
county of Dorset facing a funding crisis for the second year running that is causing head teachers to make their staff redundant and to appeal to parents to come forward with extra,The county council has announced that it will not be increasing the council tax in 2015,0.9,7500,entailment
"In our society, profit is often a dirty word.",I don't care about profit. I care about my customers.,0.9,4046,entailment
purpose for which the assets are held . Explain how the financial position at the balance sheet date will affect the future commitments of the charity . Give reasons for any change,The assets are held to achieve the charitable purposes for which the charity was established. Explain how the financial position at the balance sheet date will affect the future commitments of the charity.,0.9,9836,entailment
In this picture her normal goose egg is in the middle.,She's a normal goose egg.,0.9,1711,entailment
It's going to be a close call as both teams will be expecting to beat the other.,I think the game will be close and it's going to be an exciting finish. The game will be a battle between the teams and I think it's going to be close.,0.5,650,neutral
The phone book will tell you where the nearest centre is to you.,I have been looking all over for somewhere with a nice view. It was a little bit of a surprise that there were so many nice places nearby.,0.5,3131,neutral
My mother was unaware of this half brother and half sister.,He's not the best at sports.,0.1,1862,contradiction
"minds . In The Complete Plain Words , Sir Ernest Gowers quotes : The sacred cows have come home to roost with a vengeance as a stock example of the",minds of men,0.9,5710,entailment
"After completing middle school, he moved on to the high school.",The high school is located in the middle of nowhere.,0.9,2663,entailment
many young street girls are vulnerable to abuse which can also result in unplanned pregnancy,"many street girls have a very difficult time finding a suitable partner, and many of these girls are also very young, and have not had the chance to establish relationships with other men",0.5,4469,neutral
Eric was being an eager beaver and left work late.,Eric was being an anxious beaver and left work late.,0.9,1191,entailment
"green . All diamonds have hints of some color in them . When a mens diamond wedding ring shows little evidence of flaws , the clarity is good . The weight of","all diamonds have hints of some color in them. When a men wedding ring shows little evidence of flaws, the clarity is good. The weight of",0.9,8587,entailment
We continued up the dead end road towards Ardtalla.,It's like the movie ,0.1,4025,contradiction
"includes sado-masochists , New Agers , anthropologists , schizophrenics , anti-authoritarians , Christian Fundamentalists , think tank social engineers , Fascists , proto-Cubists . . . Round up the unusual suspects .","includes a bunch of weirdos, including the guy who invented the internet.",0.5,4817,neutral
"Do not go to meet a loose woman, lest you fall into her snares.",I am going to see the doctor. It's important for me to know how to treat myself better. I will also talk about my work.,0.1,2524,contradiction
Add some slices of lemon to your iced tea or sparkling water.,You are so cute!,0.1,3714,contradiction
"minds . In The Complete Plain Words , Sir Ernest Gowers quotes : The sacred cows have come home to roost with a vengeance as a stock example of the","minds of the people, the'minds' of the people are the people's mind.",0.9,5706,entailment
"coming in . This can be achieved faster by making "" combos "" ( a chain reaction that removes more than one sequence of colours using a single ball ) , managing", the ball and the colours. This can be done using a single ball. ,0.5,9343,neutral
in the Enron Corp. ' s partnerships which were not even entered on Enron 's balance sheet because derivatives are still unregulated and do n't have to be reported . And once,"that's done, it's not like they can't do this all over again. It's just that they have to do a little bit more work to get it done.",0.5,9815,neutral
that information as set out in this Privacy Policy . Young Lives is an international research project that is recording changes in child poverty over 15 years . Author 's home page,is a global initiative that aims to increase awareness about the health of the young population.,0.1,5978,contradiction
"For all its seeming simplicity, the game is a real brain teaser.",You can play this game by yourself. But it's not as simple as it looks.,0.9,427,entailment
Income stream Switching could slash MPPI costs Take cover ! Mortgages may be in the firing line ; TAKE COVER FROM SHOCKS IN THE FUTURE Taking cover Thinking ahead can soften the,The U.S. is the most powerful nation on Earth. We have a military that can defeat any foe.,0.9,8175,entailment
"the trial would seem to the world to be as unfair as Saddam 's kangaroo courts . That is not to say American justice is unfair . In fact , the",trial in the American legal system is more like the one in the Iraqi legal system. The difference is that American courts are not held to any higher standards than Iraqi courts.,0.5,7197,neutral
Under one-party-rule there was no elbow room for the democratisation of Taiwan.,The Taiwanese democratic revolution was led by a group of young people who were not afraid to take the risks necessary to achieve their goals.,0.9,1338,entailment
Bolton made a narrow escape by sheltering himself in a corner.,The game went a long way to helping him to do so.,0.5,2738,neutral
"By way of compensation, one boy wore a bow tie of purest white.",The other boy wore a bow tie of black.,0.5,415,neutral
This would make farmers' markets the fastest growing sector in the UK food market.,The food and drink industry is worth £3bn and is responsible for more jobs than the construction and manufacturing industries.,0.9,1492,entailment
Prince came onboard to have a large benign tumor removed from his head.,"I've always been a fan of the Prince of Persia franchise, but I never really gave it much thought until recently.",0.1,175,contradiction
You may occasionally enjoy a good spirited debate or a 'brain-teaser'.,The best thing about a 'brain-teaser' is that it is a good way to pass the time when there's not much else to do.,0.5,454,neutral
"at the back there . Grammar makes for good headlines , unlikely best-sellers and ELT cash cows because deep down and for all sorts of reasons we wish it would do a",what a great time we had together,0.9,9351,entailment
For those who have ever wondered: it tastes of vanilla with a hint of black cherry.,"It has a smooth vanilla flavor with a subtle cherry flavor that comes through at the back of the throat, but it's not overpowering.",0.5,345,neutral
Formal or informal contacts with the prime minister or his inner circle are now greatly prized by the persuaders.,"Formal or informal contacts with the prime minister or his inner circle have become more and more valued in recent years, particularly as relations with the United States have cooled.",0.5,2043,neutral
"Tory and Lib Dem , of what jobs our illustrious MPs had before boarding the gravy train . I can only recall one who had a proper job ; ship 's steward",The Labour Party is now the official Opposition in Parliament and they have the same policies as the Conservatives ,0.1,7734,contradiction
"that will bear fruit in years to come . As a person he is no shrinking violet , and is prepared to make his views known to good effect . Integration In","that will bear fruit in years to come. As a person he is no shrinking violet, and is prepared to make his views known to good effect. Integration In",0.5,5560,neutral
", and then returning home to play to their national audiences , with "" the blame game "" against EU institutions . "" If there is not enough democratic development , not"," The European Parliament and the Commission are not the only actors involved, in fact, it is a common problem for all the actors in the Union ",0.5,9674,neutral
"election of my lifetime . The day before the election , I also trod the fine line of death . And that had a great impact on my life philosophy and my",personal life. I was very happy and excited to see a new president and a lot of hope and energy,0.1,8221,contradiction
"out patient 's department , surgical casualty , the dispensary , operating theatres , the engine room , automatic telephone exchange , Pathological Laboratory , the chapel , Nurses ' dining room","the patient's department, surgical casualty, the dispensary, operating theatres, the engine room, automatic telephone exchange, Pathological Laboratory, the chapel, nurses' dining room",0.9,8434,entailment
Under one-party-rule there was no elbow room for the democratisation of Taiwan.,"Under one-party-rule, Taiwan was a one-party state, with a single party ruling the whole island.",0.9,1342,entailment
challenging test . I think it must sound as if it were written to an agony aunt asking for help . Ps . I have the same problems writing in my own,"I'm not a fan of the term 'porn'. I'm not a fan of the term'sex' either. I like porn, but not the whole idea of it.",0.1,9966,contradiction
The phone book will tell you where the nearest centre is to you.,You have no idea what a center is.,0.1,3140,contradiction
"three hypothetical five-year loans for £ 10 million taken out in March 1991 at an interest rate of 10.5 per cent . For the purpose of these examples , it is assumed","that there are no tax implications to either loan, and no tax is paid on either loan.",0.1,7336,contradiction
The fourth year is spent doing a research project in a 'real' research lab.,I'm going to be studying a new topic.,0.1,3493,contradiction
We were told at that time it was a slow growing benign tumor and to watch and wait.,The tumor was growing fast and had to be removed.,0.9,183,entailment
"for such an honour than John Charles , ' said Councillor Bailey . ' Great role model ' ' It is , therefore , only fitting that our farewell to the gentle","for such an honour than John Charles,'said Councillor Bailey.'Great role model'",0.5,5781,neutral
Sindi 's repressed memory . Tension mounts for Bree as the state finals of the spelling bee loom . Connor succeeds in luring Toadie back into wrestling . Episode 4730 Network Ten,"The boys return to the school in a huff. They discover the girls are still in a relationship with their old friend, but are now in a relationship with a girl called Bree.",0.1,5000,contradiction
"debt of gratitude to Paddy . His impending move to Wales may make this his swan song , but many of us hope not . The following major event was the Register","I hope that we will be able to see Paddy again soon, but it is a sad time in the life of this family",0.5,4926,neutral
"All of the telcos in Europe woke up in a sweat , realising that their cash cows were shrinking . Any fixed minute growth was mainly down to Internet dialup , but",The big telcos were worried that their business model was going to be disrupted by a new generation of cheaper mobile phones. The only thing they could do was to get their hands on more money.,0.9,9361,entailment
"such markers ' whilst being ungodly even , unconverted underneath . The acid test of how I am spiritually is not those externals but the character-change worked by Jesus","The most important thing is to live a life of love and compassion, not to have a perfect life but to live as a saint, a saint that will be known by all.",0.5,10042,neutral
"including the despicable St ¸ rmer . To Hitler the trial smacked of a kangaroo court , and he told other Party leaders like Ley that he felt an injustice had","in his own country and to the world, a travesty of justice.",0.5,7206,neutral
But is the practice totally bad news for the local pharma companies or is there a silver lining?,I think the local pharma companies are doing just fine and the silver lining is the fact that there is no competition in the market.,0.9,3589,entailment
"published in the BMJ 2 suggested that he "" may prove to be the greatest snake oil salesman of his age "" . This scathing obituary and the outrage it generated ,","was a highly successful author, a former journalist who wrote a book on the'snake oil'phenomenon, ",0.5,5133,neutral
"If you want dirt, the private eye suggested, you should steal the man's garbage.","The private eye said that if you wanted the truth, you should take a look in the garbage.",0.5,3407,neutral
In a continent that had recently experienced carpet bombing and the death-camps the resonance of Titus was obvious.,It's not the kind of thing I would expect from a country that had just experienced carpet bombing.,0.1,567,contradiction
purpose for which the assets are held . Explain how the financial position at the balance sheet date will affect the future commitments of the charity . Give reasons for any change,How you intend to manage the financial position of the charity in the next 12 months.,0.5,9839,neutral
Bolton made a narrow escape by sheltering himself in a corner.,"The goal of the attack on the United States is not to kill American citizens, it is to destroy the American system.",0.1,2742,contradiction
Bin Bin fails the test for the army and borrows money from a loan shark.,"Bin Bin borrows money from a loan shark, and fails the test for the army.",0.9,2484,entailment
"He learns the truth, that his mistress is also his half-sister.",The truth is that his mistress is his half-sister.,0.9,1883,entailment
"died . Details of any special gifts you wish to make ( e.g. jewellery , grandfather clock etc. ) Details of any legacies you wish to make ( e.g. £ 500 to","died, details of any special gifts you wish to make ( e.g., to ",0.5,7802,neutral
My client is one of the most recognised brands in the financial services market place.,I was the chief investment officer of a private equity fund.,0.1,2620,contradiction
to intercede is not idolatry but a good and ancient tradition that recognizes greatness in human beings . However it can be taken too far . It now borders on the very,I am not against interceding. I just think that the Bible does not give us any reason to do so,0.1,7422,contradiction
are never implemented . Redistribution of central funding from the Church Commissioners will be an acid test . Secondly we have the habit of welcoming our pioneers in such a way as,the Church Commissioners will not be the only ones who are invited to the celebrations of the Jubilee,0.1,10020,contradiction
how do children learn their mother tongue so quickly?,how does the brain learn new tasks?,0.1,4321,contradiction
"stuff both times . But the thrills and spills were n't just confined to the front runners - Eugene Heary had a massive off at the hairpin . "" It was totally",The thrills and spills weren't just confined to the front runners - Eugene Heary had a massive off at the hairpin. ,0.1,8091,contradiction
"your character for the same price . Overall the whole operation seems like a cynical cash cow . Posted by : kadayi at April 5 , 2006 0 2 : 0 9","I am a very big fan of the show. I just want to know what the problem was with the episode. Posted by : kady at March 28, 2006 0 2 : 0 8",0.1,9380,contradiction
All tutors have email facilities and offer telephone support as well as the traditional mail service.,There is no email available to tutors at the moment.,0.1,2602,contradiction
"a Naval Officer came out to the Camp and took full particulars of deck and engine room crew and that night , cars were sent to take all the men into the","camps and that night, cars were sent out to take the men into the camps.",0.5,8453,neutral
"the subject until the last week or so . My friend and I are both night owls , are intrigued and like an adventure . I first heard of Pluckley in the",I am a night owl. I am fascinated by the story and the characters.,0.9,6639,entailment
"commission on each listing and sale . Some people view the site as an online flea market where supply and demand dictate prices . Whatever you call it , eBay has built",a business model that has made it possible for thousands of sellers to turn a profit selling used goods on eBay.,0.9,8093,entailment
"fixed at $ 2.67 to the US dollar , but beware lower rates when using credit cards and at some hotels and restaurants , often $ 2.60 or lower . I brought","to a friend who is a lawyer and is a very knowledgeable guy about this kind of stuff, but I don't know much about this stuff",0.5,8794,neutral
The fourth year is spent doing a research project in a 'real' research lab.,I was just reading about how a new method for writing was invented and that it was a better method than traditional typewriters.,0.1,3494,contradiction
"I 'm currently writing a project of similar complexity : it is n't rocket science . Neil said , on October 6 th , 2005 at 1 : 55 pm",The project will be similar to the 'Project Apollo' which was a project to put a man on the moon in the late 60's,0.5,5893,neutral
"I 'm currently writing a project of similar complexity : it is n't rocket science . Neil said , on October 6 th , 2005 at 1 : 55 pm","It is not rocket science. Neil said, on October 6 th, 2005 at 1 : 55 pm",0.9,5886,entailment
"previous years , brought only 18 players and this allowed them to stick to their game plan . This luxury was not on offer to our coaches John and Mark and they",had to adapt to a new style of play and the team had to play with less energy.,0.9,7983,entailment
Heat loss through wet walls is up to 3 times higher than through a dry wall.,A drywall wall has a greater thermal mass and is better suited to heat loss through a building.,0.5,1181,neutral
"such markers ' whilst being ungodly even , unconverted underneath . The acid test of how I am spiritually is not those externals but the character-change worked by Jesus", I can't even remember the last time I had a conversation with someone about the gospel. I'm not a'spiritual' person,0.1,10047,contradiction
A subway system which was abandoned before it was even used.,"A subway system which was abandoned before it was even used, but was used to carry a large amount of cargo.",0.5,3747,neutral
represented themhaving signed away their birthright so that they can join theirfellow politicians on the gravy train . For the UK the betrayal of the national interest by thesurrender of over a,million pounds of taxpayers money to the European Union is the ultimate betrayal of the national interest. It is the,0.5,7699,neutral
His psalm accompaniments often had a good measure of old-fashioned word painting.,The psalm accompaniments had a good measure of word painting.,0.9,3961,entailment
"Ah well, the silver lining is that her actions will be under much greater scruitiny than before.","Oh well, the silver lining is that she'll now be able to say that she was right.",0.9,3569,entailment
Paid options and free educational no ad search options available . Pay-Per-Search Put a search engine on your page and get paid ( a few cents ) everytime someone uses it,You can search for anything you want on your website,0.1,5644,contradiction
"not only , got to be connected into things but also to be a decent human being All that power can be corrupting . JC : The greatest strength of the",people,0.9,7352,entailment
"for such an honour than John Charles , ' said Councillor Bailey . ' Great role model ' ' It is , therefore , only fitting that our farewell to the gentle","to the gentle John Charles,'said Councillor Bailey.'Great role model'' It is, therefore, only fitting that our farewell to the gentle",0.9,5775,entailment
private garden . LEISURE FACILITIES : Outdoor heated swimming pool May to September . Indoor swimming pool primarily intended for adults exercise swims . Only by specif arrangement is this pool to,private swimming pools for adults are generally located at the top of the property. The pool is generally not heated and is heated by a natural water heater located in the basement,0.5,4890,neutral
These tolls announce the death of a nun and call for prayers for her eternal rest.,This tolls announce the death of a nun and call for prayers for her eternal rest.,0.9,1457,entailment
"fixed at $ 2.67 to the US dollar , but beware lower rates when using credit cards and at some hotels and restaurants , often $ 2.60 or lower . I brought","fixed at $2.66 to the US dollar, but remember to check out the local prices when you are there. You can use your credit cards to save even more on food and lodging",0.1,8797,contradiction
We have already extended to Greece certain types of relief and economic aid but these are inadequate.,The European Commission is not only not helping Greece but also not helping other countries.,0.1,1252,contradiction
That same year the first campesino labor union was formed.,It was formed by a group of young men and women who were fed up with the violence and repression.,0.5,2272,neutral
Afraid your tot is being dumbed-down by too much cotton candy and miniature golf?,You don't think you have a good sense of humor?,0.1,915,contradiction
"but they are n't producing many new ideas There is an academic stigma attached to think tanks . Good work suffers from the think tank stigma , which then leads good people",to give up their research and work at other institutions.,0.5,4847,neutral
Peter Lilley describes money laundering as the cleaning of dirty money generated by criminal activity.,The government has not produced any evidence that the bank was involved in any criminal activity or laundering of money. The allegations are completely false.,0.1,1025,contradiction
"call it the parking lot theory : A particle is like a car in a parking lot . It can choose any spot to park in , but the lot itself is",the car park theory : a car has the ability to drive from one place to another in the parking lot,0.1,6447,contradiction
How then is the correctness of a computer program ever to be established?,The correctness of a computer program is to be established.,0.9,766,entailment
"Saturdays and Sundays , pretty dead on other days ; it is also the only flea market in Paris worth trawling for this kind of merchandise . You will also find other",The only flea market in Paris worth trawling for this kind of merchandise ,0.9,8129,entailment
"The criminals are after bigger fish than journalists, and usually concentrate on the richer countries.","The criminals are after smaller fish than journalists, and usually concentrate on the poorer countries.",0.9,232,entailment
This often involved undercover work and feigned insanity to get into the insane asylum on Blackwell's Island.,"It was a place where the mentally ill were sent, and where they were treated as animals.",0.9,2138,entailment
"of cycle lanes . Many motorists already use this section of road as a ' rat run ' when the bypass is congested , and a lower speed limit together with cycle","of a new road being constructed by the Government, it is a major project that could have a huge positive effect on the local community",0.1,6072,contradiction
The trouble is that our citizens take all that for granted - it's all old hat.,"It is not that the people are all old hat, but the old-hat people take all that for granted.",0.5,3052,neutral
A public telephone is available in the main entrance hall of the manor house.,The public telephone is available in the main entrance hall of the manor house.,0.9,1421,entailment
"them as they go . They might tuck their legs under their groin in a lotus position , increasing their flexibility and movement of limbs and help them to release their stiffness","The other thing that's very interesting about them are they don't really have a penis, they are a female, and have a vagina ",0.1,6991,contradiction
to submit paper proposals . Efforts will be made to fund younger scholars such as graduate students so that they can attend the meeting and participate . Abstracts must be forwarded to,To be submitted by the end of June.,0.5,7929,neutral
"year . As a film , Chicken Little felt to me like it was a melting pot of every "" alien invasion film "" and "" outer space cartoon "" I have",The most exciting thing to me is to see what the ,0.1,6906,contradiction
frivolous royal leader and her belief in simplicity and demure elegance is echoed by the fashion plates of the day . Gone were the flamboyant fashions of the mid- 1830 s with,"a more conservative approach of the early 20th century with a focus on the elegant, the elegant and the elegant",0.5,8252,neutral
A month of carpet bombing ended in 40 hours of the most concentrated killing seen since Hiroshima.,"It's like that every year on Christmas, we have a new Christmas miracle. I'm not kidding, it's that good. It's like, the whole world is a big Christmas party.",0.1,552,contradiction
"30 . Trying to do DFS at that time of day after all the number crunching you 've already had , just was n't for me I 'm afraid , but","The DFS is a good tool, I use it to do some research and I'm not a big fan, it just wasn 't for me.",0.1,6562,contradiction
"the chair of Lawyers for Change and a partner at Kaltons LLP , a commercial law firm specialising in technology and innovations . What I do is bring people together and help","I'm an activist lawyer with a focus on human rights, and I'm also a part-time lecturer at the University of Toronto.",0.5,7139,neutral
... until the shenanigans of the abnormally resilient old woman put the couple through a crash course of bizarre and lunatic landlord obligations . OUR HOUSE is the hilarious new comedy about,"a pair of eccentric landlords who are trying to keep the peace in their quaint old home, while simultaneously trying to get rid of a tenant.",0.5,8831,neutral
"Salma Hayek, however, has taken a major diversion from her established big screen Mexican sex bomb persona.","The film is a big hit, and Hayek is a big hit.",0.9,3557,entailment
"minds . In The Complete Plain Words , Sir Ernest Gowers quotes : The sacred cows have come home to roost with a vengeance as a stock example of the","in the case of the'sickly' cow, there are a number of possibilities.",0.5,5712,neutral
"vast industry contacts and knowledge , while creating successful film and TV productions , a cutting edge artworks collection and has a charming ease , that is rare in our competitive world",the world of film is changing fast and it is not uncommon to hear of a film being produced in a few days,0.5,8633,neutral
Busy like a busy bee you may have noticed that I have been very quiet of late.,I've just finished reading an article on how you can use a little bit of extra cash to get your own private jet to fly around the world.,0.1,518,contradiction
"And Michael, on the other hand, can make Elizabeth feel like a perpetual wet blanket or miser.",I don't think I have ever seen Elizabeth this upset about something that she had absolutely nothing to do with!,0.1,3938,contradiction
"as a ' trial run ' ? Do we appeal for donations , have a bank account etc ? Will we need a vehicle , or work with bike trailers ? (",I am looking forward to working with people who are interested in a'trial run'with a new product or service.,0.5,9808,neutral
"The kitchen/dining room is open-plan and has a cooking stove, microwave and fridge.","The kitchen/dining room is open-plan and has a kitchen stove, a microwave, and a fridge.",0.9,863,entailment
"people . SEEDA is now seeking to fund activities which support a closer engagement between end users , businesses and universities with the aim of increasing knowledge transfer and making better use","the Seedas Foundation is currently working on a programme that will help universities to better support their students in the use of social media, whilst also encouraging them to use the technology for their academic studies",0.1,8510,contradiction
"Okay, I get the jersey attitude and the fact that Abruzzi is a nut case.","I get that. I'm not going to lie, I'm a little disappointed in him.",0.9,2952,entailment
He is a top dog in construction circles in Hong Kong.,"He was one of the first to introduce a new type of concrete concrete construction, the'mixed-use' building.",0.5,3834,neutral
We were told at that time it was a slow growing benign tumor and to watch and wait.,We were told that the cancer was very slow growing and that it was unlikely to cause any significant problems.,0.5,188,neutral
"of investment in Adria over the last few years together with Seagate and a major call centre with Stream . Increasingly in an international business environment , competition had grown considerably .",the company is now in the second generation with a new generation SSD and the new generation of storage solutions. ,0.1,9548,contradiction
"includes sado-masochists , New Agers , anthropologists , schizophrenics , anti-authoritarians , Christian Fundamentalists , think tank social engineers , Fascists , proto-Cubists . . . Round up the unusual suspects .",is the only one to be arrested in the entire history of the United States of America.,0.1,4823,contradiction
"of Stewart better than most . Stewart saw Morton as both his plaything and his cash cow . When the mood took him , he would march into the dressing room with",his arm around Stewart's waist. He would pull Stewart's shirt over his head and kiss the back of his neck. Stewart was not the kind of guy who liked to be touched,0.9,9383,entailment
to submit paper proposals . Efforts will be made to fund younger scholars such as graduate students so that they can attend the meeting and participate . Abstracts must be forwarded to,The conference will be open to the public. Please be aware of this and be respectful of our space.,0.1,7933,contradiction
The geography of Scotland was a closed book to me.,I've never been to a Scottish football match.,0.1,728,contradiction
"intervention strategies that could enhance their experience of school . The research was based on case studies of small numbers of individuals , and did not draw heavily on statistical data .",The intervention strategies that could enhance their experience of school are those that would improve their academic performance.,0.9,9423,entailment
I have a fish story to tell you.,What is a fish?,0.1,4114,contradiction
frivolous royal leader and her belief in simplicity and demure elegance is echoed by the fashion plates of the day . Gone were the flamboyant fashions of the mid- 1830 s with,The fashions of the late 1830s are the fashion of today.,0.9,8247,entailment
"to find a vest-top . No matter that said vest-top is 200 , or a cocktail dress almost 1,000 - women still ca n't get enough of those colourful prints . At","leather stores, they are all the rage, and you'll be seeing a lot of them soon, so I thought that it was time for a new look",0.1,8969,contradiction
"And I had like a goose egg out to here, and a fat lip.","And the rest was just like that, and then, and I had like a duck egg in the middle.",0.5,1738,neutral
that information as set out in this Privacy Policy . Young Lives is an international research project that is recording changes in child poverty over 15 years . Author 's home page,that information as set out in this Privacy Policy. Young Lives is a research project that is studying the effects of child poverty on the lives of young children.,0.5,5970,neutral
"seller , two ice cream vendors , a fruit stall , a beggar and a sacred cow have all arrived on the scene . About two dozen adults are waiting to go",I've never seen such a crowd of people waiting to go,0.9,5677,entailment
"PM Looks totally ace , nice work guys ! The new theme is some nice eye candy . fe_de_ 7 Jun 10 2006 , 10 : 16 PM QUOTE ( Moore @",PM I think he's awesome. He's a great designer and I think he's doing great work for the game,0.5,8348,neutral
0 pm slot to his lower profile life as a DJ on Radio Norwich 's graveyard shift . Here is a selection of images of his flirtation with the 800 ... and,The only thing that can save him is a change of heart.,0.9,7756,entailment
"Documents can be sent electronically or printed, and then mailed using the standard mail service.","A computer program can automatically generate the address for sending and receiving a file from a remote location, which is convenient when the user is traveling or when the user does not have access to a computer.",0.1,2573,contradiction
". In single-space typescript it runs to over 4,000 pages . It is a veritable gold mine of sociological , political , and cultural material . He is teaching an Honours module",". In the course, the students will be asked to produce an essay of over 4,000 words and a book-length piece on an unrelated topic",0.1,7963,contradiction
"Staffordshire . Logopolis & logo police . Not the badge on the side of a panda car - Dr Who went to the former , the latter practise logography . M Moat","The Doctor went to the former, the latter practice logography. M. Moat",0.9,6503,entailment
"a slasher flick after all . The women , especially Elisha Dushku , are just eye candy victims that always fall down when running away and the men are either easy prey",The film does not focus too heavily on the characters. The film focuses on the story and the story is not a very interesting one.,0.1,8380,contradiction
"power efficiency figures , and have a similarly large effect on the distribution costs per radio station . The effect of transmission frequency -- which seems to be somewhat overlooked -- has",a much smaller effect.,0.9,6175,entailment
The house is located on a dead end street.,"The house is located on a dead end street, but it is located next to a large park that has a large playground, tennis courts and basketball courts.",0.5,3999,neutral
"power efficiency figures , and have a similarly large effect on the distribution costs per radio station . The effect of transmission frequency -- which seems to be somewhat overlooked -- has","the largest effect on distribution cost, which is not a surprise given that radio stations in the United States have to pay the FCC to broadcast the signal. ",0.1,6186,contradiction
Is your product a premium product that costs more that the average in the market place?,Your product is a premium product that costs more than the average in the market place.,0.9,2623,entailment
My client is one of the most recognised brands in the financial services market place.,The client is one of the most respected financial services brands in the market place.,0.9,2607,entailment
No wonder tom couldn't work with him; he is a wet blanket.,"I think he was a bit too enthusiastic in his job interview, I don't think he was prepared for the work environment",0.5,3895,neutral
has been an acceptable outturn for this season for most of us since we hit rock bottom at Xmas . Some fans were talking about the club being relegated and being better,"We've had a very good start to the new year, and the players have been very focused on trying to make us better.",0.5,5905,neutral
"In particular, note that operator *= does element-by-element multiplication, not inner product style matrix multiplication.","In particular, note that operator *= does inner product style matrix multiplication, not element-by-element multiplication.",0.9,2088,entailment
"dads working two jobs , dead end jobs , labor workers , helpers , graveyard shift workers , long commuters , students and on and on and on . Actually ,","I work in a graveyard shift, and I'm a student. Actually, I work in a graveyard shift and I'm a student.",0.9,7747,entailment
This man is not a firefighter but a manipulative con artist who is able to adapt to his surroundings.,This man was able to change from being the stereotypical firefighter to a man who can adapt to the environment and his environment.,0.5,802,neutral
"Once the dough is prepared we start the proving process, which takes more time than elbow grease.","The dough is ready to be tested. I can see the dough is already being shaped into balls, and I can hear the sound of kneading.",0.9,1328,entailment
hold them responsible for results but currently lacks opportunities to exercise any real influence on public services . Localisation creates space for relationships - other than the otherwise dominant relationship between frontline,I have no idea why you are so obsessed with the 'localisation issue'.,0.1,6236,contradiction
"in the Church of the Holy Wisdom has not yet been completed . And whatever crocodile tears are shed over 1204 , the modern West will certainly do nothing to prevent the",The modern West will certainly not be able to stop 1204 from happening.,0.5,8687,neutral
It is not right that criminal enterprises try to use dirty money with a clean face.,The money launderer must have the clean face.,0.9,1000,entailment
